institute,gcm,experiment,ensemble,rcm_name,downscale_realisation,variable,institute_rcm
RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALARO-0,v1,pr,RMIB-UGent-ALARO-0
RMIB-UGent,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALARO-0,v1,pr,RMIB-UGent-ALARO-0
RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALARO-0,v1,tas,RMIB-UGent-ALARO-0
RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALARO-0,v1,tas,RMIB-UGent-ALARO-0
RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,ALARO-0,v1,pr,RMIB-UGent-ALARO-0
RMIB-UGent,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,ALARO-0,v1,pr,RMIB-UGent-ALARO-0
KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
CLMcom,ICHEC-EC-EARTH,rcp26,r12i1p1,CCLM4-8-17,v1,tasmax,CLMcom-CCLM4-8-17
CLMcom,ICHEC-EC-EARTH,rcp26,r12i1p1,CCLM4-8-17,v1,pr,CLMcom-CCLM4-8-17
CLMcom,ICHEC-EC-EARTH,rcp26,r12i1p1,CCLM4-8-17,v1,tasmin,CLMcom-CCLM4-8-17
CLMcom,ICHEC-EC-EARTH,rcp26,r12i1p1,CCLM4-8-17,v1,tas,CLMcom-CCLM4-8-17
KNMI,ICHEC-EC-EARTH,rcp85,r12i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r12i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r12i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r12i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp45,r12i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp45,r12i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp45,r12i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp45,r12i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
GERICS,IPSL-IPSL-CM5A-LR,historical,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,historical,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,MIROC-MIROC5,rcp26,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,historical,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-LR,rcp26,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,MIROC-MIROC5,rcp26,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,ICHEC-EC-EARTH,rcp26,r12i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
CLMcom,MIROC-MIROC5,rcp26,r1i1p1,CCLM4-8-17,v1,tas,CLMcom-CCLM4-8-17
CLMcom,MIROC-MIROC5,rcp26,r1i1p1,CCLM4-8-17,v1,tasmax,CLMcom-CCLM4-8-17
CLMcom,MIROC-MIROC5,rcp26,r1i1p1,CCLM4-8-17,v1,tasmin,CLMcom-CCLM4-8-17
CLMcom,MIROC-MIROC5,rcp26,r1i1p1,CCLM4-8-17,v1,pr,CLMcom-CCLM4-8-17
GERICS,IPSL-IPSL-CM5A-LR,historical,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-LR,historical,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,rcp26,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,rcp26,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-LR,rcp26,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,historical,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,MIROC-MIROC5,rcp26,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,ICHEC-EC-EARTH,rcp26,r12i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,historical,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,MIROC-MIROC5,rcp26,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,rcp26,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-LR,rcp26,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-LR,rcp26,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,ICHEC-EC-EARTH,rcp26,r12i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,rcp26,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,ICHEC-EC-EARTH,rcp26,r12i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-LR,historical,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,MOHC-HadGEM2-ES,rcp26,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
DMI,ICHEC-EC-EARTH,rcp85,r12i1p1,HIRHAM5,v1,pr,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r12i1p1,HIRHAM5,v1,tasmax,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r12i1p1,HIRHAM5,v1,tasmax,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r12i1p1,HIRHAM5,v1,tas,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r12i1p1,HIRHAM5,v1,tasmin,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r12i1p1,HIRHAM5,v1,pr,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r12i1p1,HIRHAM5,v1,tas,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r12i1p1,HIRHAM5,v1,tasmin,DMI-HIRHAM5
GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
KNMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RACMO22E,v2,tasmin,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RACMO22E,v2,tas,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RACMO22E,v2,tas,KNMI-RACMO22E
GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
KNMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RACMO22E,v2,pr,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RACMO22E,v2,pr,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RACMO22E,v2,tasmax,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,rcp26,r3i1p1,HIRHAM5,v2,tas,DMI-HIRHAM5
KNMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,rcp26,r3i1p1,HIRHAM5,v2,tasmax,DMI-HIRHAM5
KNMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,rcp26,r3i1p1,HIRHAM5,v2,tasmin,DMI-HIRHAM5
KNMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,rcp26,r3i1p1,HIRHAM5,v2,pr,DMI-HIRHAM5
KNMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,tasmin,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,tas,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,HIRHAM5,v2,tasmin,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,tasmax,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp45,r1i1p1,HIRHAM5,v3,tas,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,pr,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,historical,r1i1p1,HIRHAM5,v2,tasmax,DMI-HIRHAM5
KNMI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RACMO22E,v2,tasmax,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RACMO22E,v2,tasmin,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RACMO22E,v2,tas,KNMI-RACMO22E
DMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,HIRHAM5,v2,tasmax,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,HIRHAM5,v2,tas,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,historical,r1i1p1,HIRHAM5,v2,pr,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,historical,r1i1p1,HIRHAM5,v2,tasmin,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,tasmin,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp45,r1i1p1,HIRHAM5,v3,tasmin,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,tasmax,DMI-HIRHAM5
KNMI,CNRM-CERFACS-CNRM-CM5,rcp45,r1i1p1,RACMO22E,v2,pr,KNMI-RACMO22E
DMI,NCC-NorESM1-M,rcp45,r1i1p1,HIRHAM5,v3,pr,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,historical,r1i1p1,HIRHAM5,v2,tas,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp45,r1i1p1,HIRHAM5,v3,tasmax,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,pr,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,HIRHAM5,v2,pr,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,tas,DMI-HIRHAM5
CLMcom-ETH,ICHEC-EC-EARTH,historical,r12i1p1,COSMO-crCLIM-v1-1,v1,tasmax,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,historical,r12i1p1,COSMO-crCLIM-v1-1,v1,tasmin,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,historical,r12i1p1,COSMO-crCLIM-v1-1,v1,tas,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,tasmin,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,pr,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,historical,r12i1p1,COSMO-crCLIM-v1-1,v1,pr,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,tasmax,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,tas,CLMcom-ETH-COSMO-crCLIM-v1-1
KNMI,ICHEC-EC-EARTH,historical,r3i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r3i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r3i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,rcp85,r1i1p1,HIRHAM5,v1,tas,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r1i1p1,HIRHAM5,v1,pr,DMI-HIRHAM5
KNMI,ICHEC-EC-EARTH,rcp85,r3i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r3i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,rcp85,r1i1p1,HIRHAM5,v1,tasmin,DMI-HIRHAM5
KNMI,ICHEC-EC-EARTH,rcp85,r3i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,historical,r1i1p1,HIRHAM5,v1,tasmin,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r1i1p1,HIRHAM5,v1,tas,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r1i1p1,HIRHAM5,v1,pr,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r1i1p1,HIRHAM5,v1,tasmax,DMI-HIRHAM5
KNMI,ICHEC-EC-EARTH,rcp85,r3i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r3i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,historical,r1i1p1,HIRHAM5,v1,tasmax,DMI-HIRHAM5
KNMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RACMO22E,v2,tasmin,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RACMO22E,v2,tasmax,KNMI-RACMO22E
DMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HIRHAM5,v2,tasmax,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HIRHAM5,v2,tasmin,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HIRHAM5,v2,pr,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HIRHAM5,v2,tasmax,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HIRHAM5,v2,tasmin,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HIRHAM5,v2,pr,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HIRHAM5,v2,tas,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HIRHAM5,v2,tas,DMI-HIRHAM5
KNMI,NCC-NorESM1-M,rcp85,r1i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,RACMO22E,v2,tasmax,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,RACMO22E,v2,tasmin,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,RACMO22E,v2,tas,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,rcp85,r1i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,historical,r1i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,historical,r1i1p1,RACMO22E,v1,tasmin,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,historical,r1i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp26,r1i1p1,RACMO22E,v2,pr,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,rcp85,r1i1p1,RACMO22E,v1,tasmax,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,rcp85,r1i1p1,RACMO22E,v1,tas,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,historical,r1i1p1,RACMO22E,v1,pr,KNMI-RACMO22E
GERICS,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,NCC-NorESM1-M,rcp26,r1i1p1,REMO2015,v1,pr,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,historical,r3i1p1,REMO2015,v1,tasmax,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,historical,r3i1p1,REMO2015,v1,tas,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,historical,r3i1p1,REMO2015,v1,tasmin,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,historical,r3i1p1,REMO2015,v1,pr,GERICS-REMO2015
CLMcom-ETH,NCC-NorESM1-M,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,pr,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,tasmax,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,tasmin,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,tas,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,tasmax,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,tas,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,tasmin,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,pr,CLMcom-ETH-COSMO-crCLIM-v1-1
