institute,gcm,experiment,ensemble,rcm_name,downscale_realisation,variable,institute_rcm
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,rsus,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,hfls,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v2,hfss,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r3i1p1,HIRHAM5,v2,cll,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v2,rlds,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,historical,r1i1p1,HIRHAM5,v2,hfss,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,rsds,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,hfss,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,hfls,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,cll,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,rsus,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,clt,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,cll,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v2,rlus,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v2,huss,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r3i1p1,HIRHAM5,v2,hfss,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v2,ts,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r3i1p1,HIRHAM5,v2,clm,DMI-HIRHAM5
