institute,gcm,experiment,ensemble,rcm_name,downscale_realisation,variable,institute_rcm
SMHI,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RCA4,v1a,snc,SMHI-RCA4
SMHI,MOHC-HadGEM2-ES,historical,r1i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,ICHEC-EC-EARTH,historical,r12i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,ICHEC-EC-EARTH,rcp85,r12i1p1,RCA4,v1,snc,SMHI-RCA4
SMHI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RCA4,v1a,snc,SMHI-RCA4
ICTP,MOHC-HadGEM2-ES,historical,r1i1p1,RegCM4-6,v1,snw,ICTP-RegCM4-6
ICTP,ICHEC-EC-EARTH,rcp85,r12i1p1,RegCM4-6,v1,snw,ICTP-RegCM4-6
ICTP,ICHEC-EC-EARTH,historical,r12i1p1,RegCM4-6,v1,snw,ICTP-RegCM4-6
ICTP,NCC-NorESM1-M,rcp85,r1i1p1,RegCM4-6,v1,snw,ICTP-RegCM4-6
ICTP,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RegCM4-6,v1,snw,ICTP-RegCM4-6
ICTP,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RegCM4-6,v2,snw,ICTP-RegCM4-6
ICTP,MOHC-HadGEM2-ES,rcp85,r1i1p1,RegCM4-6,v1,snw,ICTP-RegCM4-6
CLMcom,ICHEC-EC-EARTH,rcp85,r12i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
CLMcom,MOHC-HadGEM2-ES,rcp85,r1i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,MOHC-HadGEM2-ES,rcp85,r1i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
CLMcom,MPI-M-MPI-ESM-LR,historical,r1i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
KNMI,ICHEC-EC-EARTH,rcp85,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,MOHC-HadGEM2-ES,historical,r1i1p1,RACMO22E,v2,snw,KNMI-RACMO22E
CLMcom,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
CLMcom,ICHEC-EC-EARTH,historical,r12i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,ICHEC-EC-EARTH,historical,r12i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
CLMcom,MPI-M-MPI-ESM-LR,historical,r1i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
KNMI,MOHC-HadGEM2-ES,historical,r1i1p1,RACMO22E,v2,snc,KNMI-RACMO22E
CLMcom,ICHEC-EC-EARTH,rcp85,r12i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
CLMcom,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM4-8-17,v1,snw,CLMcom-CCLM4-8-17
CLMcom,MOHC-HadGEM2-ES,historical,r1i1p1,CCLM4-8-17,v1,snc,CLMcom-CCLM4-8-17
KNMI,ICHEC-EC-EARTH,historical,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RACMO22E,v2,snw,KNMI-RACMO22E
KNMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,RACMO22E,v2,snc,KNMI-RACMO22E
MPI-CSC,MPI-M-MPI-ESM-LR,historical,r2i1p1,REMO2009,v1,snw,MPI-CSC-REMO2009
MPI-CSC,MPI-M-MPI-ESM-LR,rcp85,r2i1p1,REMO2009,v1,snw,MPI-CSC-REMO2009
MPI-CSC,MPI-M-MPI-ESM-LR,historical,r1i1p1,REMO2009,v1,snw,MPI-CSC-REMO2009
MPI-CSC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,REMO2009,v1,snw,MPI-CSC-REMO2009
KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r12i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r12i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r12i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
GERICS,IPSL-IPSL-CM5A-LR,historical,r1i1p1,REMO2015,v1,snw,GERICS-REMO2015
GERICS,NCC-NorESM1-M,historical,r1i1p1,REMO2015,v1,snw,GERICS-REMO2015
GERICS,NOAA-GFDL-GFDL-ESM2G,historical,r1i1p1,REMO2015,v1,snw,GERICS-REMO2015
DMI,ICHEC-EC-EARTH,rcp85,r12i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r12i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
GERICS,NCC-NorESM1-M,rcp85,r1i1p1,REMO2015,v1,snw,GERICS-REMO2015
KNMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RACMO22E,v2,snc,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RACMO22E,v2,snw,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,RACMO22E,v2,snc,KNMI-RACMO22E
KNMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,RACMO22E,v2,snw,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v2,snc,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,historical,r1i1p1,HIRHAM5,v2,snc,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,snc,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r3i1p1,HIRHAM5,v2,snc,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,snc,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,HIRHAM5,v2,snc,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,historical,r1i1p1,HIRHAM5,v2,snw,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HIRHAM5,v2,snw,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HIRHAM5,v2,snw,DMI-HIRHAM5
DMI,MOHC-HadGEM2-ES,rcp85,r1i1p1,HIRHAM5,v2,snw,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r1i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r3i1p1,HIRHAM5,v2,snw,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r12i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r3i1p1,HIRHAM5,v2,snw,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r12i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,rcp85,r1i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
DMI,NCC-NorESM1-M,rcp85,r1i1p1,HIRHAM5,v3,snw,DMI-HIRHAM5
DMI,NCC-NorESM1-M,historical,r1i1p1,HIRHAM5,v3,snw,DMI-HIRHAM5
CLMcom-ETH,ICHEC-EC-EARTH,historical,r12i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,historical,r12i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
KNMI,ICHEC-EC-EARTH,rcp85,r3i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,rcp85,r3i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
DMI,ICHEC-EC-EARTH,rcp85,r1i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
DMI,ICHEC-EC-EARTH,historical,r1i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
KNMI,ICHEC-EC-EARTH,historical,r3i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,ICHEC-EC-EARTH,historical,r3i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
DMI,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HIRHAM5,v2,snc,DMI-HIRHAM5
DMI,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HIRHAM5,v2,snc,DMI-HIRHAM5
KNMI,NCC-NorESM1-M,historical,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,rcp85,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,historical,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,NCC-NorESM1-M,rcp85,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
GERICS,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,REMO2015,v1,snw,GERICS-REMO2015
GERICS,MPI-M-MPI-ESM-LR,historical,r3i1p1,REMO2015,v1,snw,GERICS-REMO2015
CLMcom-ETH,NCC-NorESM1-M,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,NCC-NorESM1-M,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
DMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
DMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
DMI,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
DMI,MPI-M-MPI-ESM-LR,historical,r1i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r2i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r2i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r3i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,historical,r3i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,rcp85,r2i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,rcp85,r2i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MOHC-HadGEM2-ES,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MOHC-HadGEM2-ES,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
GERICS,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,REMO2015,v2,snw,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,REMO2015,v1,snw,GERICS-REMO2015
CLMcom-ETH,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MPI-M-MPI-ESM-LR,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
KNMI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
KNMI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RACMO22E,v1,snc,KNMI-RACMO22E
KNMI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,RACMO22E,v1,snw,KNMI-RACMO22E
CLMcom-ETH,MOHC-HadGEM2-ES,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,MOHC-HadGEM2-ES,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r12i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r12i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
GERICS,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,REMO2015,v2,snw,GERICS-REMO2015
GERICS,IPSL-IPSL-CM5A-MR,historical,r1i1p1,REMO2015,v1,snw,GERICS-REMO2015
CLMcom-ETH,ICHEC-EC-EARTH,historical,r3i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,historical,r3i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
DMI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
DMI,IPSL-IPSL-CM5A-MR,historical,r1i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
DMI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,HIRHAM5,v1,snc,DMI-HIRHAM5
DMI,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,HIRHAM5,v1,snw,DMI-HIRHAM5
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,historical,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,ICHEC-EC-EARTH,rcp85,r3i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snw,CLMcom-ETH-COSMO-crCLIM-v1-1
CLMcom-ETH,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,COSMO-crCLIM-v1-1,v1,snc,CLMcom-ETH-COSMO-crCLIM-v1-1
MOHC,ICHEC-EC-EARTH,historical,r12i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
MOHC,ICHEC-EC-EARTH,rcp85,r12i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
MOHC,MOHC-HadGEM2-ES,historical,r1i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
MOHC,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,HadREM3-GA7-05,v2,snw,MOHC-HadREM3-GA7-05
MOHC,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,HadREM3-GA7-05,v2,snw,MOHC-HadREM3-GA7-05
MOHC,MPI-M-MPI-ESM-LR,historical,r1i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
MOHC,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
MOHC,NCC-NorESM1-M,historical,r1i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
MOHC,NCC-NorESM1-M,rcp85,r1i1p1,HadREM3-GA7-05,v1,snw,MOHC-HadREM3-GA7-05
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN63,v2,snw,CNRM-ALADIN63
CNRM,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,ALADIN63,v2,snc,CNRM-ALADIN63
CNRM,MOHC-HadGEM2-ES,rcp85,r1i1p1,ALADIN63,v1,snw,CNRM-ALADIN63
CNRM,MOHC-HadGEM2-ES,rcp85,r1i1p1,ALADIN63,v1,snc,CNRM-ALADIN63
IPSL,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,WRF381P,v2,snw,IPSL-WRF381P
IPSL,CNRM-CERFACS-CNRM-CM5,historical,r1i1p1,WRF381P,v2,snc,IPSL-WRF381P
IPSL,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,WRF381P,v2,snw,IPSL-WRF381P
IPSL,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,WRF381P,v2,snc,IPSL-WRF381P
IPSL,MOHC-HadGEM2-ES,historical,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,MOHC-HadGEM2-ES,historical,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,MOHC-HadGEM2-ES,rcp85,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,NCC-NorESM1-M,rcp85,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,NCC-NorESM1-M,rcp85,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
CNRM,MOHC-HadGEM2-ES,historical,r1i1p1,ALADIN63,v1,snw,CNRM-ALADIN63
CNRM,MOHC-HadGEM2-ES,historical,r1i1p1,ALADIN63,v1,snc,CNRM-ALADIN63
IPSL,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,IPSL-IPSL-CM5A-MR,historical,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,NCC-NorESM1-M,historical,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,NCC-NorESM1-M,historical,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
CNRM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ALADIN63,v1,snc,CNRM-ALADIN63
CNRM,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ALADIN63,v1,snw,CNRM-ALADIN63
IPSL,ICHEC-EC-EARTH,historical,r12i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,ICHEC-EC-EARTH,historical,r12i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,ICHEC-EC-EARTH,rcp85,r12i1p1,WRF381P,v1,snw,IPSL-WRF381P
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN63,v2,snc,CNRM-ALADIN63
CNRM,CNRM-CERFACS-CNRM-CM5,rcp85,r1i1p1,ALADIN63,v2,snw,CNRM-ALADIN63
IPSL,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,MPI-M-MPI-ESM-LR,historical,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
IPSL,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF381P,v1,snc,IPSL-WRF381P
IPSL,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,WRF381P,v1,snw,IPSL-WRF381P
CNRM,MPI-M-MPI-ESM-LR,historical,r1i1p1,ALADIN63,v1,snc,CNRM-ALADIN63
CNRM,MPI-M-MPI-ESM-LR,historical,r1i1p1,ALADIN63,v1,snw,CNRM-ALADIN63
CNRM,NCC-NorESM1-M,rcp85,r1i1p1,ALADIN63,v1,snc,CNRM-ALADIN63
CNRM,NCC-NorESM1-M,rcp85,r1i1p1,ALADIN63,v1,snw,CNRM-ALADIN63
CNRM,NCC-NorESM1-M,historical,r1i1p1,ALADIN63,v1,snc,CNRM-ALADIN63
CNRM,NCC-NorESM1-M,historical,r1i1p1,ALADIN63,v1,snw,CNRM-ALADIN63
